"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0016324","apical plasma membrane","63/2507","358/19594",0.00513837410282925,0.0227499859662142,0.0155255997480487,"4072/7070/481/1048/762/1535/1811/4680/1087/7430/80736/56667/6781/1508/114569/960/1513/8884/1364/1800/4008/54825/55630/22931/3784/22802/53405/8842/10327/6513/4640/81539/3326/23428/3775/53841/9550/2195/6523/23516/5159/23370/11309/9368/10519/10456/5800/5728/4582/4935/91703/6558/8140/113278/27347/5794/64116/84612/483/5002/6522/5031/2348",63
"CC","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","6/2507","14/19594",0.00523253791812076,0.0227499859662142,0.0155255997480487,"29103/131118/80273/100287932/140823/51025",6
"CC","GO:0005750","mitochondrial respiratory chain complex III","6/2507","14/19594",0.00523253791812076,0.0227499859662142,0.0155255997480487,"7386/7384/1537/29796/27089/7381",6
"CC","GO:0045275","respiratory chain complex III","6/2507","14/19594",0.00523253791812076,0.0227499859662142,0.0155255997480487,"7386/7384/1537/29796/27089/7381",6
"CC","GO:0090571","RNA polymerase II transcription repressor complex","6/2507","14/19594",0.00523253791812076,0.0227499859662142,0.0155255997480487,"4609/4084/10589/1499/274/2117",6
"CC","GO:0001725","stress fiber","17/2507","69/19594",0.00528288264718799,0.0227499859662142,0.0155255997480487,"3611/1535/10398/3936/7168/29964/7170/64236/79784/79778/4486/103910/4638/57175/81/10529/2275",17
"CC","GO:0097517","contractile actin filament bundle","17/2507","69/19594",0.00528288264718799,0.0227499859662142,0.0155255997480487,"3611/1535/10398/3936/7168/29964/7170/64236/79784/79778/4486/103910/4638/57175/81/10529/2275",17
"CC","GO:0034708","methyltransferase complex","21/2507","92/19594",0.00545941385575454,0.0233750765663053,0.0159521893062882,"1207/79084/54931/6628/10785/5931/3028/10445/6879/4234/79447/26121/3276/6878/81887/6637/115708/30827/2079/55006/5928",21
"CC","GO:0005778","peroxisomal membrane","16/2507","64/19594",0.0057629287419233,0.0243942154132549,0.0166476948705081,"5195/847/4257/8443/51762/5824/5828/10901/84188/8504/55711/8799/3615/7265/5827/51",16
"CC","GO:0031903","microbody membrane","16/2507","64/19594",0.0057629287419233,0.0243942154132549,0.0166476948705081,"5195/847/4257/8443/51762/5824/5828/10901/84188/8504/55711/8799/3615/7265/5827/51",16
"CC","GO:0071682","endocytic vesicle lumen","8/2507","23/19594",0.00586441619891566,0.0246835597073004,0.0168451562537988,"6288/6678/3040/10808/3043/7184/10525/811",8
"CC","GO:0072562","blood microparticle","30/2507","147/19594",0.00611372130575727,0.0255883279370178,0.0174626102346586,"713/3959/714/7534/1192/72/60/716/3040/2/3312/71/6386/629/3043/6513/183/7040/70/5705/3303/715/5216/3304/308/2162/5644/710/3310/590",30
"CC","GO:0036019","endolysosome","9/2507","28/19594",0.00637721310391602,0.0265420321922762,0.0181134603304407,"1508/1513/1173/1175/55054/1520/255738/3949/1213",9
"CC","GO:0005844","polysome","16/2507","65/19594",0.00675675194696237,0.0279654455582609,0.0190848607624727,"1965/6188/6132/3069/10445/6142/689/7411/6194/6160/811/6173/5687/4736/6141/6228",16
"CC","GO:0030127","COPII vesicle coat","6/2507","15/19594",0.00778728678630757,0.0320526445071776,0.0218741466576712,"9632/6396/10483/553115/56681/59349",6
"CC","GO:0005604","basement membrane","21/2507","95/19594",0.00800635392820246,0.0324018677774608,0.022112472110934,"7045/283/1282/3914/3898/6678/1289/1308/7058/302/3909/30008/1306/8573/64094/25975/64856/3918/1284/3908/7076",21
"CC","GO:0031526","brush border membrane","14/2507","55/19594",0.00801991877460428,0.0324018677774608,0.022112472110934,"762/1811/55600/8884/54825/3326/3775/53841/6523/5824/2683/10672/9368/2348",14
"CC","GO:0032040","small-subunit processome","11/2507","39/19594",0.00803411360973285,0.0324018677774608,0.022112472110934,"10436/10885/7520/51602/57050/10813/5822/9136/10607/92856/6201",11
"CC","GO:1904090","peptidase inhibitor complex","5/2507","11/19594",0.00808584176216271,0.0324018677774608,0.022112472110934,"1508/5328/5269/5327/834",5
"CC","GO:0030863","cortical cytoskeleton","23/2507","107/19594",0.00808959383437275,0.0324018677774608,0.022112472110934,"3880/7430/60/2017/22919/54443/5357/10487/3059/9948/6513/4640/999/4354/8976/3993/2037/832/81/4843/11034/1915/6242",23
"CC","GO:0101003","ficolin-1-rich granule membrane","15/2507","61/19594",0.00865443610926378,0.0344789032160509,0.0235299332438751,"1315/387/3689/8655/2207/5269/374395/965/3958/1832/10288/11314/127829/55004/22875",15
"CC","GO:0000152","nuclear ubiquitin ligase complex","12/2507","45/19594",0.00927916636163364,0.0367711645713673,0.0250942740910921,"11065/991/246184/9820/8697/51529/25847/51434/10336/8535/79184/648",12
"CC","GO:0030133","transport vesicle","68/2507","402/19594",0.00944662961585666,0.0370897107632458,0.0253116641450339,"762/54732/3122/9632/4074/80331/3136/3118/114569/23673/374/1644/3115/3135/51107/7805/3127/22820/10890/972/3119/3784/1315/567/3113/5538/10945/22818/5868/6396/54843/10483/3998/9367/1314/3117/51762/3105/376267/3123/25844/553115/9570/7039/9144/7879/5870/11021/598/274/808/3120/1174/5142/6836/10652/56681/85439/8906/5861/10567/64418/6811/3107/59349/2348/10972/1213",68
"CC","GO:0016327","apicolateral plasma membrane","7/2507","20/19594",0.00945912086579424,0.0370897107632458,0.0253116641450339,"3880/3728/1365/1364/83481/1525/1499",7
"CC","GO:0031091","platelet alpha granule","20/2507","91/19594",0.0101341778772325,0.0395285995734987,0.0269760700727656,"226/5265/6678/2/3671/7058/928/7040/7114/51368/5155/5552/83706/2162/5768/81/1675/710/10916/7076",20
"CC","GO:0044322","endoplasmic reticulum quality control compartment","8/2507","25/19594",0.0102415105700206,0.0397391946597155,0.0271197895028507,"27248/9709/55741/9695/10952/811/6048/84447",8
"CC","GO:0005790","smooth endoplasmic reticulum","9/2507","30/19594",0.0104313354627113,0.0402660358534712,0.0274793293072789,"3309/6134/10857/5479/10525/11337/811/84447/5611",9
"CC","GO:0005771","multivesicular body","15/2507","63/19594",0.0117261296882405,0.045030755761542,0.0307309855638641,"1512/51534/5573/972/967/29082/5119/973/6440/653509/27243/7251/9476/54602/8530",15
"CC","GO:0043296","apical junction complex","29/2507","148/19594",0.012192525848064,0.046424652753074,0.0316822427124475,"4072/1366/3728/7855/60/1365/9075/1364/79983/71/387/5912/1741/122786/999/50848/79778/83481/1525/7046/595/1500/1499/92359/10015/84612/9618/7408/1495",29
"CC","GO:0001527","microfibril","5/2507","12/19594",0.0124176086082707,0.046424652753074,0.0316822427124475,"4239/4237/4236/4052/30008",5
"CC","GO:0031261","DNA replication preinitiation complex","5/2507","12/19594",0.0124176086082707,0.046424652753074,0.0316822427124475,"4176/23595/4172/51659/4175",5
"CC","GO:0032009","early phagosome","5/2507","12/19594",0.0124176086082707,0.046424652753074,0.0316822427124475,"5868/6850/81622/11031/8724",5
"CC","GO:0034362","low-density lipoprotein particle","5/2507","12/19594",0.0124176086082707,0.046424652753074,0.0316822427124475,"55937/51599/344/7941/3949",5
"CC","GO:0034358","plasma lipoprotein particle","10/2507","36/19594",0.0125951882888757,0.046424652753074,0.0316822427124475,"6288/55937/51599/344/341/3069/6289/5360/7941/3949",10
"CC","GO:0097431","mitotic spindle pole","10/2507","36/19594",0.0125951882888757,0.046424652753074,0.0316822427124475,"10274/51646/8243/11104/29899/8480/55177/11064/9212/56647",10
"CC","GO:1990777","lipoprotein particle","10/2507","36/19594",0.0125951882888757,0.046424652753074,0.0316822427124475,"6288/55937/51599/344/341/3069/6289/5360/7941/3949",10
"CC","GO:0097038","perinuclear endoplasmic reticulum","7/2507","21/19594",0.0126499389380859,0.046424652753074,0.0316822427124475,"1535/102/84649/10134/26031/80168/1536",7
"CC","GO:0005819","spindle","67/2507","402/19594",0.013641573649626,0.0498184920047618,0.0339983491886965,"822/292/5905/2017/22919/10274/805/6188/51646/991/22974/8243/10783/983/11104/440145/8655/29082/9183/5119/64793/29899/9793/27175/27243/8086/26586/6993/2669/10459/4869/4281/23170/55614/11004/51434/4085/1499/23636/10210/808/55143/8480/8841/51119/55177/29127/5925/998/11083/90799/79184/127829/26073/11064/79866/9212/79101/55559/10899/891/64210/8409/56647/3161/1213/221150",67
"MF","GO:0045296","cadherin binding","104/2473","333/18410",1.86991836247671e-17,2.12048742304859e-14,1.84039333570076e-14,"4072/3875/822/3417/7534/7430/682/3728/226/1192/55324/3309/11313/5905/3898/3337/6286/829/2017/22919/9045/27131/6714/9133/5110/6282/54443/55854/27044/10562/1982/55082/5901/471/3312/10890/1936/22827/3939/302/6772/2023/1015/8842/6138/5052/5315/55379/3069/85456/11329/6643/5499/3799/3326/9689/1937/26156/3190/10598/9793/9798/3303/11336/999/5216/3655/3646/5297/50848/54874/1983/8407/1500/23607/1499/5800/57142/57175/55357/832/10652/7414/23042/5756/27237/5794/151963/5861/3688/23513/7529/10006/6811/2810/7408/28969/9217/5318/2125/1495/6147/7458/54869",104
"MF","GO:0044389","ubiquitin-like protein ligase binding","89/2473","317/18410",3.49745208550008e-12,1.98305533247855e-09,1.72111457891715e-09,"7534/292/11065/7855/3309/8915/9246/5905/8878/5573/7167/3725/27101/550/7805/3329/9530/3312/3301/71/1152/1616/5707/6772/9927/7009/7314/79899/10783/7334/8450/23113/9636/7384/6950/1741/7852/7520/8454/3326/203068/81631/80279/5899/3303/30011/92714/6613/9820/7316/7320/4720/7251/7415/65018/643246/3304/7321/9641/5036/11337/4281/6125/8451/7341/80196/10376/5684/2185/3313/57142/10128/811/7345/5925/1026/7332/7414/3310/5898/5002/81502/8312/891/2821/9618/6612/666/9470",89
"MF","GO:0009055","electron transfer activity","47/2473","125/18410",9.51558886476981e-12,2.55467326693456e-09,2.21722779595639e-09,"2877/1535/6391/4713/7386/54205/9377/4715/7384/5860/1340/4714/1329/4704/4688/1351/4726/1537/3620/1337/29796/4700/4711/1349/23498/4720/4709/374291/6392/1347/1327/4728/1528/9167/57019/4716/4725/128/4694/4200/4710/217/1536/6389/4695/4708/55967",47
"MF","GO:0051082","unfolded protein binding","46/2473","121/18410",1.00780122134383e-11,2.55467326693456e-09,2.21722779595639e-09,"27248/3309/3337/3329/3312/3301/10383/3336/5479/6950/10574/3998/126393/3326/10575/7411/7184/3303/7203/10525/3304/4869/10728/11140/51726/55664/3313/908/80273/811/81572/84317/4676/10772/10131/871/27429/5478/8195/3310/7265/84447/10049/4666/3300/22948",46
"MF","GO:0031625","ubiquitin protein ligase binding","84/2473","298/18410",1.12639914767838e-11,2.55467326693456e-09,2.21722779595639e-09,"7534/292/7855/3309/8915/9246/5905/8878/5573/7167/3725/27101/550/7805/3329/9530/3312/3301/71/1152/1616/5707/9927/7009/7314/79899/10783/7334/8450/23113/9636/7384/6950/1741/7852/7520/8454/3326/203068/81631/5899/3303/30011/92714/6613/9820/7316/7320/4720/7251/7415/65018/643246/3304/7321/9641/5036/11337/4281/6125/8451/7341/80196/10376/5684/2185/3313/57142/10128/811/7345/5925/1026/7332/7414/3310/5898/5002/81502/8312/2821/9618/666/9470",84
"MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","31/2473","72/18410",6.34062093702312e-10,1.13713207532235e-07,9.86928887428199e-08,"4713/7386/9377/4715/7384/1340/4714/1329/4704/1351/4726/1537/1337/29796/4700/4711/1349/4720/4709/374291/1327/4728/1528/9167/4716/4725/4694/4710/4695/4708/55967",31
"MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","35/2473","88/18410",7.01933379828612e-10,1.13713207532235e-07,9.86928887428199e-08,"1535/873/4713/1728/51181/4715/51700/51292/4714/27035/4704/4688/55328/4726/4700/4711/4720/4709/374291/10901/9131/9540/150209/4728/51167/1429/4716/4725/4694/4710/1536/64780/4695/4708/55967",35
"MF","GO:0023023","MHC protein complex binding","20/2473","36/18410",2.86046391029854e-09,3.98489654640745e-07,3.4585336219168e-07,"481/3122/3118/3108/3115/3127/3312/972/3119/567/3113/3109/5315/3326/3117/55080/3123/3120/10288/925",20
"MF","GO:0023026","MHC class II protein complex binding","17/2473","27/18410",3.16261630667258e-09,3.98489654640745e-07,3.4585336219168e-07,"481/3122/3118/3108/3115/3127/3312/972/3119/567/3113/3109/5315/3326/3117/3123/3120",17
"MF","GO:0003735","structural constituent of ribosome","54/2473","181/18410",6.07139227095805e-09,6.88495883526643e-07,5.97552818246924e-07,"51649/28998/51116/9045/6175/51069/6188/6182/6134/6138/51258/6132/64969/6150/9636/6223/6142/6129/29088/51081/57129/6122/122704/64928/6194/23521/65003/6160/6125/6173/6137/6222/63875/128308/79590/6203/10240/29074/51318/6205/64432/6144/6158/4736/6204/6141/6124/11224/6208/6166/64965/6147/6228/6201",54
"MF","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","24/2473","57/18410",9.04926087263466e-08,9.328965299607e-06,8.09670709656785e-06,"873/4713/1728/51181/4715/4714/4704/4726/4700/4711/4720/4709/374291/10901/9540/4728/1429/4716/4725/4694/4710/4695/4708/55967",24
"MF","GO:0003954","NADH dehydrogenase activity","20/2473","45/18410",3.68402683354972e-07,3.48140535770449e-05,3.02154832400789e-05,"4713/1728/4715/4714/4704/4726/4700/4711/4720/4709/374291/9131/4728/4716/4725/4694/4710/4695/4708/55967",20
"MF","GO:0048407","platelet-derived growth factor binding","9/2473","11/18410",5.98345178595999e-07,5.2194110194451e-05,4.52998171649602e-05,"1282/1278/1289/1291/5156/1281/1277/5159/5155",9
"MF","GO:0050136","NADH dehydrogenase (quinone) activity","19/2473","43/18410",8.04937827044421e-07,6.51999639905981e-05,5.65877344576341e-05,"4713/1728/4715/4714/4704/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",19
"MF","GO:0051787","misfolded protein binding","15/2473","29/18410",9.67171007531389e-07,7.3118128169373e-05,6.34599924239894e-05,"3309/91319/3312/9695/23753/3303/3304/6388/51726/3313/2161/4189/57414/3310/5611",15
"MF","GO:0003955","NAD(P)H dehydrogenase (quinone) activity","19/2473","45/18410",1.87470960162661e-06,0.000132870043015286,0.000115319307731637,"4713/1728/4715/4714/4704/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",19
"MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity","18/2473","42/18410",2.69172676739602e-06,0.000179554009072181,0.000155836812849243,"4713/4715/4714/4704/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",18
"MF","GO:0044183","protein folding chaperone","18/2473","43/18410",4.05021480444917e-06,0.000243232645530813,0.000211104171142031,"3309/3337/3312/972/6950/10574/3326/10575/3303/7203/3304/3313/908/811/51398/3310/10049/22948",18
"MF","GO:0005518","collagen binding","24/2473","68/18410",4.07532651242102e-06,0.000243232645530813,0.000211104171142031,"7045/54829/1508/4321/960/6678/1513/165/1292/4060/5118/8754/84168/5479/1291/4318/780/9902/5155/871/1520/131578/3688/1690",24
"MF","GO:0043021","ribonucleoprotein complex binding","41/2473","150/18410",4.71432925910342e-06,0.000267302468991164,0.000231994624066405,"3692/1965/3309/91319/26284/6628/27044/6185/9221/6731/7374/11052/5499/27335/6726/10952/1655/9793/5292/29927/23481/26121/4869/6729/6637/51119/60678/54496/23246/11171/10465/23480/219402/6626/6728/10289/1984/115416/4830/7458/54499",41
"MF","GO:0002020","protease binding","38/2473","136/18410",5.90531148568004e-06,0.000304764194051759,0.000264508049232707,"1278/8915/836/5265/91319/2/9733/9644/6717/302/5660/970/57126/4282/29108/10956/5269/7316/1281/7415/65018/1277/1476/5886/7341/374291/5728/274/2191/9825/57414/3688/84447/1893/7076/3949/1213/8767",38
"MF","GO:0005201","extracellular matrix structural constituent","45/2473","172/18410",5.91253286520168e-06,0.000304764194051759,0.000264508049232707,"7045/54829/90187/4239/1282/1278/3914/6678/4237/1289/165/1308/1292/4060/4584/7058/5118/1303/115908/3909/25878/1291/4052/3371/10418/4585/1290/30008/1281/11117/1277/1306/1300/3490/1462/4240/4148/64856/78987/27286/3918/1284/10117/3908/1893",45
"MF","GO:0000287","magnesium ion binding","54/2473","222/18410",7.79061477870714e-06,0.00038411118082843,0.000333374133551083,"3417/1312/7153/11277/6286/2937/6732/4436/8801/7086/5901/8803/5105/5359/2023/2237/10783/5464/5238/5315/2752/5494/5236/4598/10797/11329/56952/2053/10054/3612/55276/4976/2026/2669/65018/375/25996/6195/2027/9943/5634/150223/3251/3421/8566/51567/58478/8445/27330/2139/11164/2021/4830/25",54
"MF","GO:0019843","rRNA binding","23/2473","66/18410",8.21317072074109e-06,0.000384632523606182,0.000333826612430874,"283/10436/26284/6175/6188/6132/7263/51081/6122/65003/6125/84154/22868/51119/6222/6203/2971/9188/29074/6205/6208/92856/6147",23
"MF","GO:0008009","chemokine activity","19/2473","49/18410",8.47955298955428e-06,0.000384632523606182,0.000333826612430874,"2919/3627/6366/6357/6348/6364/387695/6362/2921/6356/6373/10563/6351/2920/388372/4283/51192/6387/6369",19
"MF","GO:0042379","chemokine receptor binding","24/2473","71/18410",9.57644007671819e-06,0.000417680117192247,0.000362508966466863,"2919/57402/3627/6366/6357/6348/6364/387695/6362/2921/6356/6772/9034/6373/10563/6351/2920/388372/4283/51192/1672/6387/6369/7032",24
"MF","GO:0016853","isomerase activity","41/2473","155/18410",1.13024020342514e-05,0.000474700885438558,0.000411997890917155,"10130/7153/3422/7167/3329/10007/51303/29785/51078/5238/5236/11104/5479/5034/4282/10682/2923/2288/5372/55276/1736/1573/9601/10728/54517/1891/2286/282969/5768/5480/23071/1652/27079/116447/10465/5478/78987/58478/10170/2821/1962",41
"MF","GO:0016860","intramolecular oxidoreductase activity","19/2473","50/18410",1.19633558606232e-05,0.000484515912355239,0.000420516456003108,"10130/3422/7167/10007/29785/5034/4282/10682/2923/9601/10728/1891/5768/23071/1652/78987/58478/2821/1962",19
"MF","GO:0030515","snoRNA binding","14/2473","32/18410",2.62018540802218e-05,0.00102458284575764,0.000889246227404987,"3669/9221/10885/7520/51602/705/1736/9188/55651/9136/11164/26747/10607/92856",14
"MF","GO:0043130","ubiquitin binding","28/2473","96/18410",4.11336540811414e-05,0.00155485212426714,0.00134947251108306,"7153/9246/8878/550/130617/7347/1164/7334/7852/9184/57599/8078/58476/56916/7251/5886/23636/8480/81858/7345/22954/51136/127733/23163/3300/127544/10040/55968",28
