Officel.Gene.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	g
MTMR2	-0.447953449	1.183607331	-0.664651938	0.512198677	0.616069406	-6.474812491	stable
AQR	0.43453078	1.002819655	0.664610347	0.512224853	0.616069406	-6.474840297	stable
TAF1C	-0.496292817	0.855027291	-0.664550114	0.512262763	0.616081199	-6.474880564	stable
SLC35A3	0.493109157	2.160726239	0.664495791	0.512296954	0.616088519	-6.474916876	stable
BIRC5	-0.666298545	4.154367361	-0.664147741	0.512516051	0.616318194	-6.475149466	stable
IFT74	-0.759472507	2.243782415	-0.664064446	0.512568493	0.616347446	-6.475205111	stable
GOPC	-0.470537853	1.164531592	-0.663033503	0.513217809	0.617088377	-6.475893278	stable
ZNF32-AS1	-0.411786316	0.681351318	-0.662930467	0.513282729	0.617088377	-6.475961999	stable
ZNF181	0.516878394	1.097746055	0.66292328	0.513287258	0.617088377	-6.475966792	stable
CCNL1	-0.954254309	3.182580221	-0.66290739	0.51329727	0.617088377	-6.475977389	stable
CLEC4C	0.249388291	0.327052993	0.662565961	0.51351243	0.617280246	-6.476205028	stable
SLC26A1	-0.075351736	0.150581254	-0.66256476	0.513513187	0.617280246	-6.476205828	stable
TIA1	-0.557269174	1.327441547	-0.662508276	0.513548786	0.617289189	-6.476243476	stable
AASS	0.567376868	1.621278256	0.662360635	0.513641845	0.617367194	-6.476341869	stable
SMTN	0.4913076	1.845408869	0.662230312	0.513723996	0.61741358	-6.476428702	stable
ZNF44	0.574411518	2.027149739	0.66221005	0.513736769	0.61741358	-6.476442201	stable
C11orf65	-0.488845556	0.733346268	-0.662098143	0.513807318	0.617464515	-6.476516749	stable
KCNMB1	0.405798488	0.898870234	0.661807528	0.513990553	0.617650856	-6.476710287	stable
HSPB1	-0.824470006	6.870179122	-0.661444185	0.514219695	0.617880901	-6.476952144	stable
TMED4	-0.554145836	5.378208636	-0.661414587	0.514238363	0.617880901	-6.476971841	stable
PRKCD	-0.59326337	1.836370425	-0.660916825	0.514552373	0.618224312	-6.47730295	stable
SLC22A15	0.114383581	0.197671865	0.660636025	0.514729561	0.618400749	-6.477489631	stable
NUP35	-0.548109351	2.422951662	-0.660594695	0.514755644	0.618400749	-6.477517101	stable
NSUN4	-0.498162337	1.785600421	-0.660508688	0.514809923	0.618432065	-6.477574261	stable
MRM1	-0.062433824	0.142134448	-0.660120941	0.515054672	0.618692173	-6.477831869	stable
ABCD3	-0.450483557	1.111234866	-0.659931047	0.515174558	0.618802273	-6.477957975	stable
MTIF2	-0.710772888	2.677637066	-0.659644742	0.515355339	0.618981342	-6.478148041	stable
MCHR2	0.387195914	0.563045193	0.659564406	0.515406072	0.618981342	-6.478201358	stable
C17orf85	0.081047368	0.179392928	0.659560799	0.51540835	0.618981342	-6.478203752	stable
SLC9C2	-0.063447468	0.169953154	-0.659311909	0.515565544	0.619115348	-6.478368894	stable
ZMIZ2	-0.384966756	0.857763708	-0.659294693	0.515576419	0.619115348	-6.478380315	stable
MARK2	-0.467969188	0.941958058	-0.659152337	0.51566634	0.619189409	-6.47847474	stable
MOSPD3	-0.586259843	1.047488615	-0.659022283	0.5157485	0.619254141	-6.47856099	stable
TFRC	-0.735192354	4.700261849	-0.658712402	0.515944289	0.619455294	-6.478766429	stable
PSMC3IP	-0.61357821	2.202595081	-0.65861504	0.516005813	0.619495231	-6.478830957	stable
USP31	0.25967241	0.556112504	0.658555142	0.516043666	0.619506747	-6.478870651	stable
EI24	0.687198972	3.306061362	0.65836763	0.516162172	0.61961508	-6.47899489	stable
PIP5K1C	0.459047045	0.898979905	0.65810857	0.516325921	0.619777709	-6.479166478	stable
REN	-0.043398226	0.114228147	-0.657939499	0.516432805	0.619872065	-6.479278428	stable
RUFY1	0.637169327	1.869643301	0.657817976	0.516509637	0.619906356	-6.479358875	stable
FAM35A	0.641537519	2.042670753	0.657785527	0.516530153	0.619906356	-6.479380354	stable
P2RX3	0.496023203	0.888048473	0.657760132	0.516546211	0.619906356	-6.479397164	stable
SMG8	0.3930748	0.782281254	0.657276575	0.51685201	0.620239389	-6.479717109	stable
CRTAM	0.54522309	1.665266662	0.657089347	0.516970439	0.620347548	-6.479840928	stable
MFF	-0.709349234	2.291061491	-0.656936239	0.517067297	0.620401736	-6.479942157	stable
VASH2	0.635970327	2.303803252	0.6568868	0.517098575	0.620401736	-6.479974839	stable
ZBTB37	0.317971978	0.394852591	0.656883753	0.517100502	0.620401736	-6.479976853	stable
ZNF626	0.38565906	1.22150341	0.656780062	0.517166106	0.620446487	-6.48004539	stable
SNN	-0.342308276	0.435076193	-0.656365254	0.517428596	0.620727426	-6.480319467	stable
TNFRSF11A	-0.026415402	0.134833067	-0.656313745	0.517461196	0.620732564	-6.480353489	stable
NLK	0.492816958	0.810850167	0.656220345	0.517520311	0.620769507	-6.480415174	stable
KCTD7	0.266049894	0.751947859	0.655851613	0.517753728	0.621015511	-6.480658613	stable
SETBP1	0.516981638	1.62415948	0.655511726	0.517968937	0.621186945	-6.480882893	stable
PPY	0.129271874	0.198567223	0.655462839	0.517999895	0.621186945	-6.480915142	stable
ZBTB38	0.749463424	4.293575969	0.655436251	0.518016732	0.621186945	-6.480932681	stable
ARPC5L	-0.660446195	2.592548085	-0.655431258	0.518019894	0.621186945	-6.480935974	stable
RNF216	0.527540783	2.375178741	0.655402124	0.518038344	0.621186945	-6.480955191	stable
FOXP4	0.461628569	1.375600088	0.654980546	0.518305365	0.621473138	-6.481233174	stable
FAM195A	0.253776347	0.381384081	0.654608824	0.51854087	0.62169049	-6.481478139	stable
KCNJ10	0.242738915	0.277292871	0.6546049	0.518543356	0.62169049	-6.481480725	stable
LRRTM4	0.543192271	0.896695145	0.654191252	0.518805494	0.621968389	-6.48175316	stable
CTTNBP2	-0.36487724	0.752303966	-0.654149599	0.518831894	0.621968389	-6.481780584	stable
FAM178A	0.498595952	2.51001952	0.65393512	0.518967846	0.622097345	-6.481921769	stable
DNAH10	0.045579573	0.13115462	0.653728743	0.519098681	0.622220154	-6.482057578	stable
GEN1	-0.296073654	0.593161646	-0.65330083	0.519370018	0.622511354	-6.48233904	stable
MED1	-0.475019372	1.393351879	-0.652747206	0.519721183	0.622898198	-6.482702926	stable
C11orf95	-0.227561655	0.347684992	-0.652606343	0.519810553	0.622961011	-6.482795464	stable
EPOR	-0.049688727	0.116324981	-0.652575019	0.519830428	0.622961011	-6.48281604	stable
LMBRD1	-0.679259135	2.214165771	-0.65220048	0.5200681	0.623199271	-6.483061984	stable
CCL22	0.4633221	1.622783866	0.652172113	0.520086103	0.623199271	-6.483080606	stable
WBP1L	-0.673471064	2.432851482	-0.651211737	0.520695813	0.623895759	-6.483710596	stable
CDH6	0.359678255	1.397658424	0.650987338	0.520838332	0.624032416	-6.483857668	stable
GRAMD2	-0.442544866	1.017440108	-0.650479145	0.521161172	0.624366684	-6.484190559	stable
MLLT3	-0.528893193	1.996880428	-0.650458502	0.521174289	0.624366684	-6.484204076	stable
LTK	-0.050023505	0.116436573	-0.650362954	0.521235001	0.624405293	-6.484266634	stable
FAM60A	-0.727596735	4.393025279	-0.650132382	0.521381524	0.624546687	-6.484417561	stable
DNMBP-AS1	0.492593883	1.399271719	0.649962036	0.521489789	0.624642241	-6.484529032	stable
MAP3K5	0.519648379	1.221850222	0.649583186	0.521730615	0.624896558	-6.484776843	stable
SLIT2	-0.517038094	1.179027948	-0.649350585	0.521878504	0.625028187	-6.484928922	stable
PRICKLE2-AS1	-0.140688165	0.24903705	-0.64932065	0.521897538	0.625028187	-6.48494849	stable
SETD8	0.645769348	2.068451638	0.649153848	0.522003608	0.625090567	-6.48505751	stable
TADA2B	-0.3898979	0.715127095	-0.649111075	0.52203081	0.625090567	-6.485085462	stable
OCEL1	-0.584463189	1.603871822	-0.649096808	0.522039883	0.625090567	-6.485094785	stable
HSH2D	-0.628242306	2.780380255	-0.649038867	0.522076732	0.625090567	-6.485132646	stable
CBS	-0.440908842	0.896087703	-0.649014541	0.522092203	0.625090567	-6.48514854	stable
KRTAP5-5	0.315360057	0.344050258	0.648536854	0.522396059	0.625420208	-6.485460538	stable
STXBP4	0.641429946	0.675229233	0.64836877	0.522502999	0.625514076	-6.485570267	stable
SNAP91	0.342922429	0.364190201	0.648276631	0.522561626	0.625550099	-6.485630407	stable
SNORA67	0.451860103	0.652942128	0.648031108	0.522717867	0.625702963	-6.48579062	stable
NXPE2	0.5375282	1.238716984	0.647901467	0.522800376	0.625767557	-6.485875192	stable
ATG4C	-0.501830111	1.082339949	-0.647598851	0.522993	0.625937659	-6.486072541	stable
ARHGAP17	0.573270012	2.736992603	0.647588488	0.522999597	0.625937659	-6.486079298	stable
CUX1	-0.622951839	3.732283616	-0.647183424	0.523257495	0.626212127	-6.486343314	stable
RPL19P12	0.567630098	1.882180904	0.646900553	0.523437634	0.626393514	-6.486527591	stable
MKS1	-0.421968898	0.751552547	-0.646656709	0.523592949	0.626545173	-6.486686382	stable
ASGR2	0.196506644	0.258673207	0.64656914	0.523648731	0.62657772	-6.486743393	stable
NFS1	0.750742357	3.986307457	0.646195966	0.523886482	0.626827989	-6.486986259	stable
RPSAP58	0.605805221	2.315848469	0.646144867	0.523919042	0.626832732	-6.487019504	stable
GS1-279B7.1	0.350635865	0.371598563	0.645605129	0.524263028	0.627210055	-6.487370506	stable
DGKH	-0.161810901	0.418085653	-0.645476562	0.524344984	0.62727387	-6.487454073	stable
SDF4	0.62680976	1.783368131	0.645352181	0.524424279	0.627334495	-6.487534904	stable
SPN	0.548418471	1.51494368	0.645266164	0.524479119	0.627365861	-6.487590795	stable
GM2A	0.674915681	2.389364857	0.645171531	0.524539457	0.627403799	-6.487652276	stable
FAM127A	-0.787747197	3.837774575	-0.644854427	0.524741669	0.627611421	-6.487858229	stable
LMBR1L	0.550178937	2.414281424	0.644788539	0.524783689	0.627627435	-6.487901009	stable
NR6A1	0.382019201	1.446809084	0.644611215	0.524896789	0.62771846	-6.488016123	stable
GATAD2A	0.570069686	2.670485838	0.644567214	0.524924855	0.62771846	-6.488044682	stable
CRABP2	-0.234482241	0.331824732	-0.644534527	0.524945706	0.62771846	-6.488065897	stable
ANXA1	-0.642373971	5.594906653	-0.644453932	0.524997118	0.627745694	-6.488118201	stable
DACH1	-0.190822023	0.28115874	-0.644252982	0.525125315	0.627864734	-6.488248584	stable
PDK4	0.493198929	1.159829783	0.643967777	0.525307293	0.62804806	-6.488433568	stable
SYNGAP1	0.386323155	0.399711949	0.643655633	0.5255065	0.628251963	-6.488635933	stable
TMEM161B	0.610918123	1.983988814	0.643547716	0.525575381	0.628300045	-6.488705874	stable
FGFBP2	0.019564074	0.093240714	0.643277377	0.525747953	0.628472073	-6.488881032	stable
WDR45	-0.633228557	2.675695467	-0.643209488	0.525791295	0.628489611	-6.488925007	stable
MAML1	-0.237507395	0.472208371	-0.642856507	0.526016678	0.628704605	-6.48915358	stable
DYRK1B	0.019553359	0.093244285	0.64283201	0.526032322	0.628704605	-6.489169438	stable
DLEU2	0.488889336	0.841822244	0.642793055	0.526057199	0.628704605	-6.489194655	stable
ZNF17	0.314008394	0.396740468	0.64261414	0.526171463	0.628806883	-6.489310454	stable
CRY1	-0.520953143	1.26893421	-0.642491045	0.526250086	0.628866557	-6.489390106	stable
HNF1A	-0.494356054	1.866716469	-0.642401318	0.5263074	0.628900764	-6.489448157	stable
TTC21B	0.534617142	1.25039889	0.642252238	0.526402634	0.628980276	-6.489544591	stable
YY2	0.196888673	0.274319015	0.64217469	0.526452176	0.629005187	-6.489594745	stable
C14orf159	0.71405632	2.470575337	0.642110934	0.526492909	0.629019569	-6.489635975	stable
RASGEF1A	-0.08359098	0.175943402	-0.642061565	0.526524452	0.629022971	-6.489667898	stable
GTSF1	-0.431267212	0.632920334	-0.641861577	0.526652237	0.629141345	-6.489797191	stable
PLEKHF2	-0.492498396	1.159827427	-0.641641637	0.52679279	0.629274957	-6.489939339	stable
TMEM40	0.548553173	1.50226147	0.64135992	0.526972851	0.629440384	-6.490121343	stable
SRD5A3-AS1	0.700251369	2.797463916	0.64133512	0.526988704	0.629440384	-6.490137362	stable
HCG25	0.565268048	0.963123778	0.641027453	0.527185393	0.629641004	-6.490336036	stable
ZNF229	-0.087202886	0.202574959	-0.640729705	0.527375778	0.629834074	-6.490528216	stable
MAGEF1	-0.382788906	0.710824944	-0.640674204	0.52741127	0.629842147	-6.49056403	stable
TTK	0.116577565	0.225140473	0.640411733	0.527579136	0.630008293	-6.490733355	stable
PPAT	-0.51881561	1.821088734	-0.640353336	0.527616488	0.630018577	-6.490771019	stable
SNORD46	0.993615497	1.303380235	0.6402685	0.527670754	0.630049054	-6.49082573	stable
TPTE2	0.231104235	0.273212862	0.640123168	0.527763723	0.630125739	-6.490919437	stable
LPHN2	-0.553502864	1.119053155	-0.639998555	0.527843445	0.6301866	-6.490999769	stable
WNT7B	-0.190032501	0.55033071	-0.639906454	0.527902373	0.630222629	-6.491059133	stable
ZNF280C	0.245266518	0.786147812	0.639808766	0.527964878	0.630262925	-6.491122088	stable
C6orf25	0.204374493	0.543824747	0.639728794	0.52801605	0.630263698	-6.491173619	stable
RBPMS	0.759927419	1.937566046	0.639717888	0.528023029	0.630263698	-6.491180646	stable
EMR4P	0.314641602	0.569300374	0.639543494	0.528134631	0.630362585	-6.491292996	stable
RPTOR	0.152540105	0.296026259	0.639311978	0.528282807	0.630505113	-6.4914421	stable
C1QTNF1	0.448265575	0.813852581	0.63904646	0.528452773	0.63067363	-6.491613038	stable
CSMD1	0.240889122	0.373019631	0.638928722	0.52852815	0.630729249	-6.491688815	stable
ECHDC1	0.744566038	4.937145967	0.638791134	0.528616242	0.630800035	-6.49177735	stable
PURA	0.623593999	2.152533277	0.63850964	0.528796497	0.630980785	-6.491958428	stable
CHD9	0.72074984	3.512824033	0.638255373	0.528959346	0.631140748	-6.492121926	stable
MLH3	0.513924828	2.152504302	0.638142045	0.529031936	0.631166825	-6.492194777	stable
TMPRSS15	0.156000593	0.222494462	0.638131351	0.529038787	0.631166825	-6.492201651	stable
PARL	-0.639712329	1.77216855	-0.637903011	0.529185065	0.631301737	-6.492348395	stable
CCDC74B	-0.410145913	0.605980508	-0.637864923	0.529209467	0.631301737	-6.492372868	stable
DUSP8	0.092509736	0.172587457	0.637464696	0.529465917	0.631540517	-6.49262994	stable
TBCCD1	0.377280275	1.186274313	0.637462615	0.529467251	0.631540517	-6.492631276	stable
KIAA1551	-0.536919685	1.551135793	-0.637264664	0.529594115	0.631637513	-6.492758364	stable
PINX1	0.309093452	0.544382583	0.637245811	0.529606199	0.631637513	-6.492770466	stable
PGM5P2	0.692070324	2.106683578	0.63713023	0.529680282	0.6316915	-6.492844652	stable
NLGN4X	0.079461582	0.166331191	0.63596908	0.530424844	0.632511402	-6.493589212	stable
KIAA1429	-0.648267874	3.755160407	-0.635968078	0.530425487	0.632511402	-6.493589854	stable
SLC25A5-AS1	-0.10560417	0.192626971	-0.635699568	0.530597744	0.632682394	-6.493761842	stable
LTBR	0.628345056	4.569806155	0.635535885	0.530702765	0.632773202	-6.493866651	stable
CCM2	0.654912268	3.20955334	0.635374934	0.530806045	0.632799662	-6.493969685	stable
MAPKAPK2	0.588439548	1.800744692	0.635372537	0.530807583	0.632799662	-6.49397122	stable
ANKMY1	0.468148368	1.417739847	0.635366341	0.530811559	0.632799662	-6.493975185	stable
FAM84B	0.556992303	2.252596511	0.635272829	0.53087157	0.632836787	-6.494035036	stable
CINP	-0.66056339	4.108540418	-0.634849559	0.531143245	0.633126214	-6.494305833	stable
MORF4L2-AS1	-0.076837166	0.171629326	-0.634656227	0.53126736	0.633239726	-6.494429464	stable
NOL11	0.789817407	4.135626631	0.634597614	0.531304992	0.633250149	-6.494466938	stable
ABHD8	0.084637222	0.169267705	0.63418002	0.531573141	0.633522848	-6.49473383	stable
TOPORS-AS1	-0.630846178	1.346833661	-0.634151292	0.531591591	0.633522848	-6.494752184	stable
PALB2	0.525456674	1.180769824	0.633821326	0.531803527	0.633740969	-6.494962942	stable
ALG1	0.675426453	2.276425221	0.633740925	0.531855175	0.633760099	-6.49501428	stable
CHMP4C	-0.580265946	2.38391443	-0.633706325	0.531877403	0.633760099	-6.495036371	stable
CD209	0.468337371	1.730010515	0.632994291	0.532334929	0.634270789	-6.495490723	stable
POLR2I	-1.023269036	4.03523463	-0.63271699	0.532513169	0.634431242	-6.495667536	stable
SETD1A	0.406600403	0.747541366	0.632692335	0.532529018	0.634431242	-6.495683253	stable
ZFC3H1	-0.741547928	1.278886146	-0.632649709	0.53255642	0.634431242	-6.495710425	stable
CDIP1	0.357049712	0.969901268	0.632330407	0.532761706	0.634641309	-6.495913905	stable
CHMP5	0.508814887	4.183782011	0.632037945	0.532949773	0.634830841	-6.496100193	stable
KCNMB3	0.162020156	0.226021896	0.631969007	0.532994108	0.634849155	-6.496144092	stable
SNAPC3	0.692958588	2.706355887	0.631688457	0.533174557	0.635029582	-6.496322695	stable
CD36	0.521183047	1.650818782	0.631631565	0.533211153	0.635029876	-6.496358905	stable
GAL	0.494941074	0.870098735	0.631598005	0.533232742	0.635029876	-6.496380263	stable
NCAM2	-0.166217305	0.298276851	-0.631539694	0.533270254	0.635040049	-6.49641737	stable
F2R	-0.411852409	1.443979915	-0.631414677	0.533350682	0.635101326	-6.496496915	stable
MIER1	-0.592659074	2.278928049	-0.631294438	0.533428043	0.635158942	-6.496573406	stable
FDPS	-0.745062423	4.541591524	-0.630692309	0.533815539	0.635563771	-6.496956242	stable
LANCL2	-0.378591506	0.605052508	-0.630676028	0.533826019	0.635563771	-6.496966589	stable
PTPRT	-0.051849028	0.122050211	-0.630593234	0.533879312	0.635592701	-6.4970192	stable
ARL1	0.640773365	6.537591615	0.630303673	0.534065722	0.635780096	-6.49720315	stable
C17orf67	0.019249183	0.093345677	0.630233056	0.534111189	0.635799694	-6.497247999	stable
APLF	0.360056453	0.533000192	0.630119653	0.534184207	0.635852085	-6.49732001	stable
RPRD1A	0.59730501	1.072067117	0.630053498	0.534226805	0.635868263	-6.497362013	stable
SERTAD1	-0.448723914	1.194917345	-0.629898088	0.534326884	0.635952852	-6.497460669	stable
SLC3A2	-0.828619605	5.086712444	-0.629778359	0.534403992	0.636010093	-6.497536658	stable
TMA16	-0.593389525	1.657184687	-0.62973075	0.534434655	0.636012056	-6.49756687	stable
BRI3	0.69146573	4.046921245	0.629628757	0.534500348	0.636055704	-6.497631587	stable
SEMA3E	0.301925831	0.540979674	0.629523591	0.534568088	0.636101784	-6.497698307	stable
USP24	0.261294499	0.688531947	0.629184017	0.53478685	0.636327554	-6.497913665	stable
KIAA0907	0.573194667	2.141131791	0.628979902	0.534918368	0.636449498	-6.498043061	stable
LNX2	-0.458776259	1.873003156	-0.6287658	0.53505634	0.636579106	-6.498178745	stable
PTK7	-0.485167363	1.86816321	-0.628698967	0.535099413	0.636595801	-6.49822109	stable
NGFRAP1	0.906436577	3.537997422	0.628397721	0.535293583	0.636792242	-6.498411904	stable
TRANK1	-0.213672755	0.347273709	-0.628234306	0.535398929	0.636883	-6.498515377	stable
FBXO25	0.473351708	1.018516233	0.628142193	0.535458315	0.63691908	-6.49857369	stable
FBXO32	-0.456165379	0.861740489	-0.62794853	0.535583182	0.636999342	-6.498696264	stable
SNORA62	-0.27874022	0.386932123	-0.627947402	0.535583909	0.636999342	-6.498696978	stable
CXorf23	0.509301136	1.913792225	0.627718895	0.535731263	0.637140029	-6.498841558	stable
NDST1	-0.351028329	0.891347839	-0.62761087	0.535800931	0.637173809	-6.49890989	stable
ISYNA1	0.568617625	1.369020844	0.627584714	0.5358178	0.637173809	-6.498926433	stable
RTN1	-0.293502423	0.412914543	-0.627495266	0.535875492	0.637207847	-6.498983003	stable
CASP9	-0.575816992	1.851560006	-0.627235286	0.536043191	0.637353602	-6.499147378	stable
GCC2	0.602441194	4.450242105	0.627203341	0.536063799	0.637353602	-6.499167571	stable
PLEKHO2	-0.607166711	1.6914673	-0.627170023	0.536085293	0.637353602	-6.49918863	stable
RPL30	-0.428589407	10.54259599	-0.62695548	0.536223711	0.637450392	-6.499324214	stable
MAG	0.099805844	0.180258208	0.626953693	0.536224864	0.637450392	-6.499325343	stable
GOLGA6L9	0.157305555	0.342919743	0.626810975	0.536316952	0.637525291	-6.499415511	stable
GABBR1	0.285528975	0.355010573	0.626321549	0.536632816	0.637866173	-6.499724573	stable
CLCN7	0.344721903	0.381785832	0.626102405	0.53677428	0.637999728	-6.499862883	stable
PABPC1P2	0.155543935	0.29384075	0.625919731	0.536892215	0.638105305	-6.499978139	stable
TMEM184C	-0.533945565	2.409221912	-0.625284455	0.537302462	0.638558269	-6.500378704	stable
TMPRSS3	-0.485435861	1.485651183	-0.625141921	0.53739453	0.638633063	-6.500468523	stable
CROCC	0.200218663	0.488872223	0.625056501	0.53744971	0.638664015	-6.500522341	stable
