Type	ID	Name	Description	Target	MoA
cp	BRD-A39268308	epibatidine	Acetylcholine receptor agonist	CHRFAM7A, CHRNA2, CHRNA3, CHRNA4, CHRNA7	Acetylcholine receptor agonist
cp	BRD-K50660797	epicatechin	Bacterial DNA gyrase inhibitor	FASN, APP, BACE1, SLC5A1	Bacterial DNA gyrase inhibitor, Cyclooxygenase inhibitor, DNA polymerase inhibitor
cp	BRD-K55591206	epigallocatechin	Nitric oxide synthase inhibitor	FASN, APP, BACE1, CYP19A1, DYRK1A, ELANE, ENOX2, EP300, IDO1, KAT2B, KDR, MMP14, MMP2, PPARA, PREP, SLC5A1	Nitric oxide synthase inhibitor, Bacterial DNA gyrase inhibitor
cp	BRD-A07765530	epinephrine	carbonic anhydrase activator	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF	carbonic anhydrase activator
cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor
cp	BRD-A53131506	epitestosterone	Inactive testosterone analog	AKR1C1, AKR1C2, AR	Inactive testosterone analog
cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor	NR3C2, CYP3A5	Cytochrome P450 inhibitor
cp	BRD-K48935217	epothilone	Microtubule inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	Microtubule inhibitor
cp	BRD-K71823332	epothilone-a	Microtubule stabilizing agent		Microtubule stabilizing agent
cp	BRD-K61480498	epoxycholesterol	LXR agonist	NR1H2, NR1H3	LXR agonist
cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist	AGTR1	Angiotensin receptor antagonist
cp	BRD-K04046242	equilin	Estrogen receptor agonist	HSD17B1	Estrogen receptor agonist
cp	BRD-A74907996	equol	Estrogen receptor agonist	ESR2, ESR1	Estrogen receptor agonist
cp	BRD-A25004090	erastin	Ion channel antagonist	VDAC2	Ion channel antagonist
cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor	EGFR	EGFR inhibitor
cp	BRD-K19360254	ergocornine	Dopamine receptor agonist	DRD2	Dopamine receptor agonist
cp	BRD-K74212935	ergocryptine	Dopamine agonist		Dopamine agonist
cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist	ADRA1A, HTR1E, HTR2A	Adrenergic receptor agonist, Serotonin receptor agonist
cp	BRD-K16233984	eriochrome-black-t	Azo dye		Azo dye
cp	BRD-A35033682	eriodictyol	Cytochrome P450 inhibitor	CYP1B1, NFE2L2, XDH	Cytochrome P450 inhibitor
cp	BRD-K19796430	erismodegib	Smoothened receptor antagonist	SMO	Smoothened receptor antagonist
cp	BRD-K70401845	erlotinib	EGFR inhibitor	EGFR, NR1I2	EGFR inhibitor
cp	BRD-K39746403	erythromycin	NFkB pathway inhibitor	CYP3A4, MLNR	NFkB pathway inhibitor
cp	BRD-K51677086	erythromycin	NFkB pathway inhibitor	CYP3A4, MLNR	NFkB pathway inhibitor
cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor	CYP3A4, MLNR	NFkB pathway inhibitor
cp	BRD-K14920963	erythrosine	Coloring agent		Coloring agent
cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)	SLC6A4, ADRA1A, CHRM1, CYP2C19, HRH1, SLC6A2, SLC6A3	Selective serotonin reuptake inhibitor (SSRI)
cp	BRD-A99411506	esculin	Antioxidant		Antioxidant
cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist	ADRB1	Adrenergic receptor antagonist
cp	BRD-A56892734	esomeprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4	ATPase inhibitor
cp	BRD-A18917088	estradiol	Contraceptive agent	ESR1, ESR2, NR1I2, CYP2B6, CYP2C19, CYP2C8, CYP2E1, CYP3A5, CYP3A7, GPER1, KCNMA1	Contraceptive agent, Estrogen receptor agonist
cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist	ESR1	Estrogen receptor agonist
cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist	ESR1	Estrogen receptor agonist
cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist	ESR1	Estrogen receptor agonist
cp	BRD-A18620900	estriol	Estrogen receptor agonist	ESR1, ESR2	Estrogen receptor agonist
cp	BRD-K81839095	estrone	Estrogen receptor agonist	ESR1, ESR2	Estrogen receptor agonist, Estrogenic hormone
cp	BRD-A22143024	estropipate	Estrogen receptor agonist	ESR1, ESR2	Estrogen receptor agonist
cp	BRD-K63630713	etacrynic-acid	Sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, SLC12A2	Sodium/potassium/chloride transporter inhibitor
cp	BRD-K38055836	etamivan	Respiratory stimulant		Respiratory stimulant
cp	BRD-K64755930	etazolate	Phosphodiesterase inhibitor	GABRB3, PDE4A	Phosphodiesterase inhibitor
cp	BRD-A74500471	ethambutol	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A02367930	ethinyl-estradiol	DNA directed DNA polymerase stimulant	CYP2C8, ESR1, ESR2, NR1I2	DNA directed DNA polymerase stimulant, Estrogenic component in oral contraceptives, Estrogen receptor agonist
cp	BRD-K03981224	ethisterone	Progestogen hormone	TYR	Progestogen hormone
cp	BRD-K08556791	ethoprop	Acetylcholinesterase inhibitor	ACHE	Acetylcholinesterase inhibitor
cp	BRD-A30205217	ethotoin	Hydantoin antiepileptic	SCN5A	Hydantoin antiepileptic
cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist	AR	Progesterone receptor agonist
cp	BRD-K50417881	eticlopride	Dopamine receptor antagonist	DRD2, DRD3, DRD4	Dopamine receptor antagonist
cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver		Compound used in hepatobiliary scans of the liver
cp	BRD-A09925278	etilefrine	Adrenergic receptor agonist	ADRA1A, ADRB1	Adrenergic receptor agonist
cp	BRD-A74667430	etodolac	Cyclooxygenase inhibitor	PTGS2, PTGS1, RXRA, TRPV1	Cyclooxygenase inhibitor
cp	BRD-A54880345	etomidate	GABA receptor modulator	GABRA1, ADRA2B, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	GABA receptor modulator
cp	BRD-K77625572	etomoxir	Carnitine palmitoyltransferase inhibitor	CPT1A, CPT1B	Carnitine palmitoyltransferase inhibitor
cp	BRD-K37798499	etoposide	Topoisomerase inhibitor	TOP2A, CYP2E1, CYP3A5, TOP2B	Topoisomerase inhibitor
cp	BRD-K15842202	eudesmic-acid	-666		-666
cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor	AR, MAOA	Bacterial quorum sensing inhibitor, Chromone, Monoamine oxidase inhibitor, Androgen receptor antagonist
cp	BRD-K32977963	eugenol	Androgen receptor antagonist	AR, MAOA	Androgen receptor antagonist
cp	BRD-K13514097	everolimus	MTOR inhibitor	MTOR, CYP3A5, FKBP1A	MTOR inhibitor
cp	BRD-A68631409	evodiamine	ATPase inhibitor	TRPV1	ATPase inhibitor, TRPV agonist
cp	BRD-K47693913	evoxine	Furoquinoline alkaloid		Furoquinoline alkaloid
cp	BRD-A73741725	exemestane	Aromatase inhibitor	CYP19A1	Aromatase inhibitor
cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist	NPC1L1, ANPEP, SOAT1	Niemann-Pick C1-like 1 protein antagonist, Cholesterol inhibitor
cp	BRD-K45033733	famciclovir	DNA polymerase inhibitor		DNA polymerase inhibitor
cp	BRD-K00673382	famotidine	Histamine receptor antagonist	HRH2	Histamine receptor antagonist
cp	BRD-K08998509	fananserin	Dopamine receptor antagonist	HTR2A, DRD4	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K24656285	farnesol	FXR agonist	MAOB, MVK, NR1H4	FXR agonist, Monoamine oxidase inhibitor, NFkB pathway activator, PPAR receptor agonist
cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins		Inhibitor of methyl esterification of farnesylated proteins
cp	BRD-K96402602	farnesylthiotriazole	PPMTase inhibitor		PPMTase inhibitor
cp	BRD-K76617868	fasudil	Rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	Rho associated kinase inhibitor
cp	BRD-K99696746	fatostatin	SREBP inhibitor	SREBF1, SREBF2	SREBP inhibitor
cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor	XDH	Xanthine oxidase inhibitor
cp	BRD-K99107520	felbamate	Glutamate receptor antagonist	GRIN2A, GRIN2B, GRIN3A	Glutamate receptor antagonist
cp	BRD-A30815329	felodipine	Calcium channel blocker	CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2	Calcium channel blocker
cp	BRD-K51318897	fenbendazole	Tubulin inhibitor	CYP2C19, CYP2D6, CYP2J2, CYP3A4, TUBB	Tubulin inhibitor
cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor
cp	BRD-K41160163	fenobam	Glutamate receptor antagonist	GRM5	Glutamate receptor antagonist
cp	BRD-K50388907	fenofibrate	PPAR receptor agonist	PPARA, APOA1, CYP2C19, CYP2C8, MMP25	PPAR receptor agonist
cp	BRD-A50684349	fenoldopam	Dopamine receptor agonist	DRD1, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD4, DRD5	Dopamine receptor agonist
cp	BRD-A97104540	fenoterol	Adrenergic receptor agonist	ADRB2, ADRB1, ADRB3	Adrenergic receptor agonist
cp	BRD-K84566043	fenpiverinium	Acetylcholine receptor antagonist		Acetylcholine receptor antagonist
cp	BRD-K28168037	fenretinide	Apoptosis stimulant	CYP2C8, CYP3A5, RARA, RARG	Apoptosis stimulant, Retinoid receptor agonist
cp	BRD-K34170797	fexaramine	FXR agonist	NR1H4	FXR agonist
cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K28667196	fillalbin	Increases arterial blood pressure		Increases arterial blood pressure
cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor	SRD5A2, SRD5A1, AKR1D1, AR	5-alpha reductase inhibitor
cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker		GABA gated chloride channel blocker, Chloride channel blocker
cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor	ADORA3, HSD11B1	11-beta-HSD1 inhibitor
cp	BRD-K30296925	flavokavain-b	Antineoplastic	HIF1A	Antineoplastic
cp	BRD-K47639036	flavoxate	Acetylcholine receptor antagonist	CHRM1, CHRM2	Acetylcholine receptor antagonist
cp	BRD-A09472452	flecainide	Sodium channel blocker	SCN5A, KCNA5, KCNA7, SCN4A	Sodium channel blocker
cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor	TYMS	DNA synthesis inhibitor
cp	BRD-K86003836	flubendazole	Tubulin inhibitor	TUBB	Tubulin inhibitor
cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K05977355	fluconazole	Sterol demethylase inhibitor	CYP3A5, CYP3A7	Sterol demethylase inhibitor
cp	BRD-K82143716	flucytosine	Antifungal	DNMT1	Antifungal
cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor	ADA, DCK, POLA1, RRM1, RRM2	DNA synthesis inhibitor, DNA repair enzyme inhibitor, Purine antagonist
cp	BRD-A38749782	fludrocortisone	Glucocorticoid receptor agonist	NR3C2, AR, NR3C1	Glucocorticoid receptor agonist, Mineralocorticoid receptor agonist
cp	BRD-A49765801	fludroxycortide	Glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist
cp	BRD-K44067360	flufenamic-acid	Chloride channel blocker	AKR1C3, AR, PTGS1, PTGS2, ANO1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, TRPC5, TRPM2, TRPM5	Chloride channel blocker
cp	BRD-K98769987	flumazenil	Benzodiazepine receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	Benzodiazepine receptor antagonist
cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist
cp	BRD-K29582677	flunarizine	Calcium channel blocker	CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1	Calcium channel blocker
cp	BRD-A65449987	flunisolide	Cytochrome P450 inhibitor	NR3C1	Cytochrome P450 inhibitor
cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist, Corticosteroid agonist
cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist
cp	BRD-K57886322	fluocinonide	Glucocorticoid receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist
cp	BRD-A13133631	fluorometholone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K01779529	fluoropyruvate	Pyruvate dehydrogenase kinase inhibitor		Pyruvate dehydrogenase kinase inhibitor
cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)	SLC6A4, ANO1, CYP2C19, HTR2B	Selective serotonin reuptake inhibitor (SSRI)
cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist	DRD2, DRD1, ADRA1A, CHRM1, DRD3, DRD5, HTR2A	Dopamine receptor antagonist
cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist	DRD2, HTR2A, HTR6, HTR7	Serotonin receptor antagonist
cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist	DRD2, DRD1, CALM1, CHRNA7, DRD5, HRH1, HTR2A, HTR6, HTR7	Dopamine receptor antagonist
cp	BRD-K50720187	flupirtine	Glutamate receptor antagonist	KCNQ2, ADRA2A, KCNQ1, KCNQ3	Glutamate receptor antagonist
cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist	PTGER3, PTGFR, TBXA2R	Prostanoid receptor agonist
cp	BRD-A86044036	flurbiprofen	Cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor
cp	BRD-K67445247	flurofamide	Urease inhibitor		Urease inhibitor
cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist	DRD2, HTR2A, CACNG1, HRH1, HTR1A, HTR1D, HTR1E	Dopamine receptor antagonist
cp	BRD-K28307902	flutamide	Androgen receptor antagonist	AR, AHR, CYP2C19	Androgen receptor antagonist
cp	BRD-K62310379	fluticasone	Glucocorticoid receptor agonist	NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A	Glucocorticoid receptor agonist
cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist	NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A	Glucocorticoid receptor agonist
cp	BRD-K66296774	fluvastatin	HMGCR inhibitor	HMGCR, CYP2C8	HMGCR inhibitor
cp	BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor (SSRI)	SLC6A4, CYP2C19	Selective serotonin reuptake inhibitor (SSRI)
cp	BRD-A49734948	foliosidine	Plant alkaloid		Plant alkaloid
cp	BRD-A31801025	formestane	Aromatase inhibitor	CYP19A1	Aromatase inhibitor
cp	BRD-M00539986	formoterol	Adrenergic receptor agonist	ADRB2, CYP2C19	Adrenergic receptor agonist
cp	BRD-A70449690	forskolin	Adenylyl cyclase activator	ADCY2, ADCY5, GNAS	Adenylyl cyclase activator
cp	BRD-A51382177	fosinopril	ACE inhibitor	ACE, ABCG2	ACE inhibitor
cp	BRD-K20285085	fostamatinib	SYK inhibitor	SYK, FLT3, RET	SYK inhibitor
cp	BRD-K76587808	fraxetin	Antioxidant		Antioxidant
cp	BRD-K66944906	fraxidin	Carbonic anhydrase inhibitor	CA1	Carbonic anhydrase inhibitor
cp	BRD-A83237092	fulvestrant	Estrogen receptor antagonist	ESR1, EPHX2, ESR2, GPER1	Estrogen receptor antagonist
cp	BRD-A71157293	fursultiamine	Vitamin B		Vitamin B
cp	BRD-K87049188	fusaric-acid	Dopamine beta hydroxylase inhibitor	DBH	Dopamine beta hydroxylase inhibitor
cp	BRD-K93280214	gabazine	GABA receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2	GABA receptor antagonist
cp	BRD-K59256312	gabexate	Serine protease inhibitor	PRSS1, TPSAB1	Serine protease inhibitor
cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG	Acetylcholinesterase inhibitor
cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor	PTGS1, PTGS2	Cholesterol inhibitor, Platelet aggregation inhibitor, Prostanoid receptor agonist, Prostanoid receptor stimulant
cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor	TBXAS1	Cyclooxygenase inhibitor, Prostanoid receptor agonist
cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor		DNA polymerase inhibitor
cp	BRD-K77998258	ganglioside	SRC activator		SRC activator
cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor
cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist	GLRB	Glutamate receptor antagonist
cp	BRD-A17819071	gedunin	HSP inhibitor	HSP90AA1	HSP inhibitor
cp	BRD-K64052750	gefitinib	EGFR inhibitor	EGFR, CYP2C19	EGFR inhibitor
cp	BRD-A19500257	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor
cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist	GLRA3	Acetylcholine receptor antagonist, Glycine receptor antagonist
cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor	RRM1, CMPK1, RRM2, TYMS	Ribonucleotide reductase inhibitor
cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator	PPARA, CYP2C8, LPL, SLCO1B1, SLCO1B3, SLCO2B1	Lipoprotein lipase activator
cp	BRD-A04308630	genipin	Choleretic agent		Choleretic agent
cp	BRD-K43797669	genistein	Tyrosine kinase inhibitor	CFTR, ESR2, EGFR, ESR1, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5	Tyrosine kinase inhibitor
cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor		Farnesyltransferase inhibitor
cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist	PGR, AR, ESR1	Progesterone receptor antagonist
cp	BRD-K92758126	gibberellic-acid	NFkB pathway inhibitor	AADACL2	NFkB pathway inhibitor
cp	BRD-K26117720	gingerol	Nitric oxide synthase inhibitor		Nitric oxide synthase inhibitor
cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist		Steroid hormone receptor agonist
cp	BRD-A29082194	gitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-K13810148	givinostat	HDAC inhibitor	HDAC2, HDAC1, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, IL1B, IL1R2, IL6R, TNF	HDAC inhibitor
cp	BRD-K36927236	glibenclamide	Sulfonylurea	KCNJ11, ABCC8, CFTR, KCNJ5, KCNJ8, ABCA1, ABCB11, ABCC9, CPT1A, KCNJ1, SLCO2B1, TRPA1	Sulfonylurea
cp	BRD-K34776109	glimepiride	Insulin secretagogue	ABCC8, KCNJ11, KCNJ1	Insulin secretagogue
cp	BRD-K12219985	glipizide	Sulfonylurea	ABCC8, KCNJ10, KCNJ11, PPARG	Sulfonylurea
cp	BRD-K80396088	gliquidone	Sulfonylurea	ABCC8, KCNJ10, KCNJ11, KCNJ8	Sulfonylurea
cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor	FABP6	Cholesterol inhibitor
cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant		Apoptosis stimulant
cp	BRD-A81233518	glycopyrrolate	Acetylcholine receptor antagonist	CHRM1, CHRM3, CHRM2, CHRM4, CHRM5	Acetylcholine receptor antagonist
cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist	GNRHR, GNRH1, LHCGR	Gonadotropin releasing factor hormone receptor agonist, Luteinizing hormone releasing hormone agonist
cp	BRD-K19295594	gossypol	BCL inhibitor	BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF	BCL inhibitor, MCL1 inhibitor
cp	BRD-K10860596	granisetron	Serotonin receptor antagonist	HTR3A, CYP3A5	Serotonin receptor antagonist
cp	BRD-K08273968	griseofulvin	Tubulin inhibitor	KRT12	Tubulin inhibitor
cp	BRD-A90515964	guaifenesin	Expectorant		Expectorant
cp	BRD-K62736196	guanabenz	-666	ADRA2A, ADRA2B, ADRA2C	-666
cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C	Adrenergic receptor agonist
cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP3A5, HCN1, HCN2, HCN3, HCN4	Adrenergic receptor agonist
cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor	NR1H4, PGR, AR, ESR1, IKBKB, NR1I2, NR3C1, NR3C2	Cholesterol inhibitor, Estrogen receptor agonist, FXR antagonist, IKK inhibitor, Pregnane X receptor agonist, Progesterone receptor agonist
cp	BRD-K81709173	halcinonide	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist	DRD2, DRD1, DRD3, HTR2A, CYP3A7, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2B, HTR7, KCNH1	Dopamine receptor antagonist, Psychoactive drug
cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor	ACHE	Acetylcholinesterase inhibitor
cp	BRD-K64517075	heliomycin	ATP synthase inhibitor		ATP synthase inhibitor
cp	BRD-A08709697	heliotrine	Pyrrolizidine alkaloid		Pyrrolizidine alkaloid
cp	BRD-A63998256	helveticoside	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-A00267231	hemado	Adenosine receptor agonist	ADORA3, ADORA1, ADORA2A, ADORA2B	Adenosine receptor agonist
cp	BRD-A77050075	heraclenol	Vitamin K antagonist		Vitamin K antagonist
cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor	ACHE, CA1, CA12, CA14, CA4, CA6, CA9	Acetylcholinesterase inhibitor
cp	BRD-K38903228	hesperidin	Flavanone glycoside	CACNA1B	Flavanone glycoside
cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor	GNRHR, ADRA2A, GNRH1, PLAU, SLC9A1	Sodium/hydrogen antiport inhibitor
cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor		AKT inhibitor, Differentiation inducer, NFkB pathway inhibitor
cp	BRD-A97730597	hexylcaine	Sodium channel blocker	SCN5A, SCN10A	Sodium channel blocker
cp	BRD-K99946902	hexylresorcinol	Local anesthetic	TYR	Local anesthetic
cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor	TYR	Tyrosinase inhibitor
cp	BRD-K71003802	hippeastrine	Plant alkaloid		Plant alkaloid
cp	BRD-K07325606	hispidin	PKC inhibitor	PREP, PRKCB, PTGS2, XDH	PKC inhibitor
cp	BRD-A09539288	homatropine	Acetylcholine receptor antagonist	CES1, CHRM1	Acetylcholine receptor antagonist
cp	BRD-A22769835	homochlorcyclizine	Antihistamine	HRH1	Antihistamine
cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor	RPL3	Protein synthesis inhibitor
cp	BRD-A34751532	homosalate	HSP inducer		HSP inducer
cp	BRD-K59570838	homoveratrylamine	Dopamine analog		Dopamine analog
cp	BRD-K98493452	honokiol	AKT inhibitor	ALOX5, PTGS1, PTGS2	AKT inhibitor
cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor	ACHE	Acetylcholinesterase inhibitor
cp	BRD-A77722753	hydralazine	Vasodilator	AOC3, P4HA1	Vasodilator
cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor		Tyrosine hydroxylase inhibitor
cp	BRD-K92726801	hydrastinine	Haemostatic agent		Haemostatic agent
cp	BRD-A65767837	hydrocortisone	Glucocorticoid receptor agonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist
cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist
cp	BRD-A46186775	hydrocortisone	Glucocorticoid receptor agonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist
cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist
cp	BRD-K73978287	hydrocortisone	Glucocorticoid receptor agonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist, Immunosuppressant, Corticosteroid agonist
cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist		Opioid receptor antagonist
cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1	Sodium/potassium/chloride transporter inhibitor
